OBJECTID,COM,NOMBRE,DIRECCION,REGION,PROVINCIA,SUPERFICIE,PROPIEDAD_,DETALLE_PR,ROL,USO_AREA_V,DETALLE_US,AGNO_APERT,COSTO_CONS,FUENTE_FIN,DETALLE_FU,ADMINISTRA,DETALLE_AD,COSTO_ANUA,SUMINISTRO,DETALLE_RI,CONEXION_R,BAÑOS_ASI,BAÑOS_TRA,NIVEL_CONS,TIPO_ACCES,COSTO_INGR,JUEGOS_INF,CANCHA_FUT,MULTICANCH,MAQUINAS_E,ZONA_PICNI,OTROS_EQUI,ESTACIONAM,BAÑO_DISC,RUTA_ACCES,JUEGOS_ACC,OBSERVACIO,Programa,Shape_Length,Shape_Area
59,La Serena,PLAZA NOBEL GABRIELA MISTRAL, ,4,41,11079.5972466, , , , , ,0,0, , ,MUNICIPAL, ,31939476,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,418.366677558351,11079.5972465982
60,La Serena,PARQUE COMPLEJO LOS LLANOS,AVENIDA LA PAZ ESQUINA CAMINO LOS LLANOS,4,41,95585.72288962,MUNICIPAL, , ,Sí, ,2014,0,GORE, ,SERVIU, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí, ,Sí,Sí,No,No, ,Parques Urbanos,1227.84703391229,95585.7228896167
61,Coquimbo,PARQUE OHIGGINS,"CATHALIFAUX, ENTRE BORGOÑO Y ALCALDE",4,41,30832.03316367,MUNICIPAL, , ,Sí, ,1998,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,ANFITEATRO PEQUEÑO,No,No,No,No, ,Parques Urbanos,763.303328961774,30832.0331636657
62,Coquimbo,PARQUE 11 DE SEPTIEMBRE,AVDA. VIDELA  S/N,4,41,11047.32475593,B.N.U.P, , ,Sí, ,2005,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, , , , , , ,Parques Urbanos,734.691563995571,11047.3247559261
63,Coquimbo,PARQUE LAS AMERICAS,JOHN F. KENNEDY S/N,4,41,9619.89581163,B.N.U.P, , ,Sí, ,2001,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,534.689266735909,9619.89581162753
64,Coquimbo,PARQUE MIRAFLORES,MIRAFLORES C/RUTA 5,4,41,14057.34657055,B.N.U.P, , ,Sí, ,2015,0,MOP, ,MUNICIPAL, ,0,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No, ,No,No,No,No,CONSTRUIDO COMO PARTE DEL PROYECTO PASO SOBRENIVEL JUAN ANTONIO RIOS,Parques Urbanos,822.216454037698,14057.3465705459
65,La Serena,PLAZA ESPAÑA, ,4,41,7011.09950851, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,372.069314605805,7011.09950850846
66,Salamanca,PLAZA DE ARMAS SALAMANCA, ,4,42,17448.33981356, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,506.677852380163,17448.3398135625
67,Salamanca,PARQUE EX ESTACION, ,4,42,7549.77079529, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,394.399550669417,7549.77079528743
68,Los Vilos,NN 05, ,4,42,11700.81006905, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,456.367681205127,11700.8100690466
69,Vicuña,PLAZA DE ARMAS VICUÑA, ,4,41,12961.30469649, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,433.980823862133,12961.3046964949
70,La Serena,PARQUE SANTA LUCIA, ,4,41,71000.15027198, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1819.7561348319,71000.1502719751
71,La Serena,PARQUE CENDYR, ,4,41,260011.35586958, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3042.5368060541,260011.355869581
72,Ovalle,PLAZA DE ARMAS, ,4,43,15423.30896583, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,481.934931330771,15423.3089658282
73,Rinconada,PLAZA DE ARMAS,CARRETERA SAN MARTIN,5,53,8863.98359114,B.N.U.P, , ,Sí, ,2004,61791773,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No,NO,No,No,Sí,No, ,Parques Urbanos,378.931092355851,8863.98359113879
74,Petorca,PLAZA DE ARMAS DE PETORCA,CALLE MANUEL MONTT - CALLE LA MATRIZ,5,54,9466.41853586,MUNICIPAL, ,132-01,No,NO HAY PLAN REGULADOR EN LA COMUNA,1754,0,MUNICIPAL, ,MUNICIPAL, ,2000000,POZO, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,Sí,No,Sí,Sí, ,Parques Urbanos,389.214492944326,9466.41853585677
75,Algarrobo,PARQUE CANELO CANELILLO,AV. CANELLILLO ESQ AGUAS VERDES,5,56,288988.62644355,MUNICIPAL, , ,Sí, ,0,0, , ,MUNICIPAL, ,12000000, , , ,CONSTRUIDOS, ,CONSOLIDADO,GRATUITO,0, , , , , , , , , , ,"EL PARQUE CUENTA CON UNA DECLARATORIA DE ZONA TÍPICA, PARQUE CANELO CANELILLO, POR DECRETO 212 DEL 14 DE JUNIO DEL 2000, MODIFICADO POR EL DECRETO 104 DEL 20 DE MARZO DE 2001. “SE DECLARÓ UNA VASTA ÁREA DEL BALNEARIO DE ALGARROBO COMO ZONA TÍPICA",Parques Urbanos,6083.45776395352,288988.626443554
76,Casablanca,PLAZA DE ARMAS JULIO MONTT SALAMANCA,AVENIDA PORTALES ESQUINA AVENIDA CONSTITUCION,5,51,5878.21646707,B.N.U.P, ,No hay registro,Sí, ,1796,0,NO CUENTA CON FINANCIAMIENTO, ,OTRO,Municipal y concesión CTS,30343667,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,Sí,Sí,No,No, ,Parques Urbanos,307.457386230532,5878.21646706795
77,Casablanca,PLAZA GABRIELA MISTRAL,ENTRE CALLE CHAPITO Y CALLE CAUPOLICÁN,5,51,8194.06691187,B.N.U.P, , ,Sí, ,1985,0,NO CUENTA CON FINANCIAMIENTO, ,OTRO,Municipal y concesión CTS,24223762,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,363.465561197539,8194.06691187364
78,Limache,PARQUE BRASIL,AV. URMENETA - RAMÓN DE LA CERDA,5,58,24839.93600663,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,MIXTO,Pozo + Esval,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,Sí,SKATEPARK,No, ,Sí, , ,Parques Urbanos,653.336221306226,24839.9360066298
79,Santa María,PLAZA DE ARMAS,CALLE BERNARDO O'HIGGINS CON CALLE TRES CARRERA,5,57,9087.18251801, , , ,Sí, ,0,0, , , , ,0, , , , , , ,GRATUITO,0,Sí,No,No,No,Sí, , ,No,Sí,Sí, ,Parques Urbanos,381.376425037373,9087.18251800872
80,Santo Domingo,PARQUE LAURITA VICUÑA,ENTRE CALLE LOS CEREZOS Y CALLE MAITENES,5,56,8182.82082722,MUNICIPAL, ,0,Sí, ,2016,750498703,GORE, ,MUNICIPAL, ,16754976,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No,NO,Sí,No,Sí,Sí, ,Parques Urbanos,536.960017691195,8182.82082722427
81,Santo Domingo,PLAZA LOS PIONEROS,AVENIDA DEL LITORAL S/N,5,56,9953.03870238,MUNICIPAL, ,0,Sí, ,1989,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,16511040,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,Sí, ,Parques Urbanos,517.951332516391,9953.03870238467
82,Santo Domingo,PLAZA DE LAS FUERZAS ARMADAS,ENTRE CALLE CATALINA DE SIENA Y AVENIDA DEL GOLF,5,56,6163.7582179,MUNICIPAL, ,0,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,11196864,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,Sí, ,Parques Urbanos,332.749285814552,6163.75821789801
83,Santo Domingo,PLAZA DE LAS FLORES,CALLE LOS JAZMINES S/N,5,56,10981.86054198,MUNICIPAL, ,0,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,19289088,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,No,NO EXISTE REGISTRO DE AÑO DE APERTURA,Parques Urbanos,379.554876438071,10981.860541985
84,Santo Domingo,PARQUE PUNTILLA E INTIHUATANA,GRAN AVENIDA DEL MAR INTERSECTA CON AVENIDA DEL PARQUE,5,56,8525.62052817,MUNICIPAL, ,0,Sí, ,2015,6700000,MUNICIPAL, ,MUNICIPAL, ,21646352,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO,No,No,Sí,No, ,Parques Urbanos,411.501419245209,8525.62052817239
85,Quilpué,PARQUE BALNEARIO EL RETIRO,CALLE CHACABUCO 1620,5,58,46187.30193869,PRIVADO,PROPIEDAD DEL BANCO DEL ESTADO,89, , ,1950,0,OTRO, ,PRIVADO,Propiedad del Banco del Estado,0,POZO, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,PAGADO,0,Sí,No,Sí,No,Sí,CANCHAS DE TENIS,No,Sí,Sí,No, ,Parques Urbanos,1073.84277457264,46187.3019386889
86,Los Andes,PARQUE URBANO AMBROSIO OHIGGINS,AVENIDA SANTA TERESA ENTRE CALLE CHACABUCO Y AVENIDA PERÚ,5,53,63415.60264624,MIXTO, ,"130-54,130-55",Sí, ,1999,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,171000000,CANAL, ,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,"CIRCUITO DE EJERCICIOS PARA ADULTOS MAYORES, JUEGOS DE AGUA Y SKATE PARK",No,No,No,No, ,Parques Urbanos,1907.92679104671,63415.6026462407
87,Putaendo,PARQUE MUNICIPAL DE PUTAENDO,AVENIDA ALESSANDRI S/N°,5,57,53272.64677925,MUNICIPAL, ,90-4, , ,2013,0,MIXTO,MUNICIPAL Y GORE,MUNICIPAL, ,0,MIXTO,CANAL Y MEDIDOR AGUA POTABLE,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí, ,Sí,Sí,Sí,Sí, ,Parques Urbanos,1039.24411416425,53272.6467792542
88,Quilpué,PARQUE ALBERTO HURTADO,SECTOR TIERRAS ROJAS - BELLOTO SUR,5,58,69813.95816018,SERVIU, ,3450,Sí, ,1990,0,MINVU, ,MUNICIPAL, ,0,CANAL, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí, ,No,No,No,Sí, ,Parques Urbanos,2162.26952118144,69813.9581601837
89,Zapallar,PARQUE LA PAZ,AVENIDA LA PLAYA  S/N,5,54,22101.25058517,MUNICIPAL, ,007-001,Sí, ,0,0, , ,MUNICIPAL, ,0, , , ,PORTATILES,PORTATILES,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,No,No,No, ,Parques Urbanos,760.660059986648,22101.2505851742
90,Zapallar,PLAZA ZAPALLAR,CALLE ARTURO PRAT CON CALLE DIAZ,5,54,5074.49672977,MUNICIPAL, , ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No, , , ,Parques Urbanos,285.802125269108,5074.49672977277
91,Olmué,PARQUE TENIENTE MERINO,AVENIDA GRANIZO CON CALLE LO NARVAEZ,5,58,5402.79303465, , , , , ,0,0, , , , ,0, , , , , , , ,0,No,No,No,No, , , , , , , ,Parques Urbanos,290.351354356633,5402.79303464821
92,San Antonio,PLAZA LLOLLEO,DEL CANELO,5,56,6057.95778152,B.N.U.P, , , , ,0,0, , , , ,0, , , , , , , ,0,Sí,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,300.27793940102,6057.95778151823
93,Cartagena,LAGUNA DE CARTAGENA,COSTANERA DEL MAR S/N°,5,56,92358.37996078,FISCAL, , ,No,ZONA E DE RESTRICCION DE PLAYA,2000,100000000,MUNICIPAL, ,MUNICIPAL, ,32000000,OTRO,Estero de Cartagena,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"SOMBREADEROS, MIRADORES",Sí,No,Sí,No, ,Parques Urbanos,1562.09886364414,92358.3799607827
94,San Antonio,PLAZA ESTRELLA,ROTONDA ESTRELLA,5,56,13400.32674813,B.N.U.P, , , , ,1997,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No, ,SKATEPARK,No,No,No,No, ,Parques Urbanos,410.547077140797,13400.3267481302
95,Cartagena,MIRADOR DE VISTA HERMOSA,AVENIDA SAN MARTIN ENTRE ANDRES BELLO Y LOS ALMENDROS,5,56,10760.50279464,B.N.U.P, , ,Sí, ,1989,40000000,MUNICIPAL, ,MUNICIPAL, ,20000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,Sí,Sí, ,Parques Urbanos,712.32245775662,10760.5027946353
96,San Antonio,BANDEJÓN BARROS LUCO,AV. BARROS LUCO,5,56,30248.09908909,B.N.U.P, , , , ,0,0, , , , ,0,MEDIDOR AGUA POTABLE, ,Sí, , ,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,Sí,No, ,Sí,No,No,No, ,Parques Urbanos,3789.1278694386,30248.0990890864
97,San Antonio,PLAZA SANTUARIO SAN EXPEDITO,LOS CLAVELES/ LOS JACINTOS,5,56,7620.67691499,B.N.U.P, , , , ,0,0,GORE, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,405.261544741938,7620.67691498645
98,San Antonio,TALUD 21 DE MAYO,AV. RAMON BARROS LUCO - AV. VEINTIUNO DE MAYO,5,56,46967.74207245,B.N.U.P, , , , ,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,MIRADOR,No,No,No,No, ,Parques Urbanos,2203.53013593654,46967.7420724528
99,San Esteban,PLAZA DE ARMAS SAN ESTEBAN,AVENIDA 26 DE DICIEMBRE,5,53,12420.52924278,OTRO,COMODATO,1-1,Sí, ,1861,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,AGUA POTABLE Y REGADIO,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,Sí, ,Parques Urbanos,445.955089192017,12420.5292427802
100,San Esteban,PARQUE LA ERMITA,SANTA TERESA N°260,5,53,17025.62502131,MUNICIPAL, ,51-135,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,AGUA POTABLE Y CANAL,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,681.186948019223,17025.6250213123
101,Villa Alemana,PARQUE CIVICO BELÉN,CALLE BUENOS AIRES SIN NÚMERO,5,58,6767.76899276,MUNICIPAL, ,61-3,Sí,SOLO UNA PARTE DEL PARQUE ESTA CATALOGADO COMO AV,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,Sí, , ,Parques Urbanos,459.629158165725,6767.76899275728
102,Villa Alemana,PLAZA LAS AMERICAS,CALLE VICTORIA SIN NUMERO,5,58,6081.2144026,MUNICIPAL, ,SIN ROL,Sí, ,0,0,MIXTO, ,MUNICIPAL, ,0, , ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No, , ,Parques Urbanos,313.137164626623,6081.21440260448
103,Villa Alemana,PLAZA CAMILO MORI,CALLE TRONCAL CENTRAL - CALLE DEL CONDOR,5,58,6253.08622835, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,491.464586860102,6253.08622834739
104,Viña del Mar,PARQUE LAS MARAVILLAS,LAS MARAVILLAS / LOS PENSAMIENTOS,5,51,7585.4767356,MUNICIPAL, ,4692-115,No,EE-1,2000,0,MUNICIPAL, ,MUNICIPAL, ,27307707,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,347.955196875032,7585.47673560126
105,Viña del Mar,PLAZA O'HIGGINS,AV. LIBERTAD / 14 NORTE,5,51,10159.01588704,MUNICIPAL, ,214-1,Sí, ,1980,0,MUNICIPAL, ,MUNICIPAL, ,36572460,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,398.771013570507,10159.0158870374
106,Viña del Mar,PLAZA JOSÉ FRANCISCO VERGARA,ARLEGUI / PLAZA FRANCISCO VERGARA,5,51,11911.051042,B.N.U.P, , ,Sí, ,1900,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,42879771,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,Sí,No, ,Parques Urbanos,403.198136128503,11911.0510419992
107,Viña del Mar,PARQUE SAN MARTÍN,AV. SAN MARÍN / 14 NORTE,5,51,24921.56455344,MUNICIPAL, , ,Sí, ,1960,0,MUNICIPAL, ,MUNICIPAL, ,89717671,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,Sí,No, ,Parques Urbanos,1012.57583796458,24921.5645534436
108,Viña del Mar,PLAZA LA FORESTA,LAS TAGUAS / LOS TORDOS,5,51,5010.16331501,B.N.U.P, , ,No,V1,2008,0,MUNICIPAL, ,MUNICIPAL, ,18036577,CAMION ALJIBE, ,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,338.325867105346,5010.16331500861
109,Viña del Mar,PLAZA ESPAÑA,SALVADOR VERGARA / AV. JOSÉ MANUEL BALMACEDA,5,51,6707.59644487,MUNICIPAL, ,3030-1,Sí, ,0,0,MUNICIPAL, ,MUNICIPAL, ,24147337,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,434.525091894397,6707.5964448682
110,Viña del Mar,PLAZA RECREO,5 DE ABRIL /  MANUEL RODRÍGUEZ,5,51,8802.2270697,B.N.U.P, , ,Sí, ,1940,0,MUNICIPAL, ,MUNICIPAL, ,31688025,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,376.248162976168,8802.22706969733
111,Viña del Mar,JARDIN BOTANICO,CAMINO EL OLIVAR 305,5,51,282230.355774,FISCAL, ,5021-1,Sí, ,1931,0,OTRO, ,PRIVADO,Fundación Jardín Botánico Nacional,0, , ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,PAGADO,2000, ,No,No,No,Sí,CANOPY/ CASA EVENTOS/ VIVERO,Sí,Sí,Sí,No, ,Parques Urbanos,4177.87020926262,282230.355773999
112,Viña del Mar,PARQUE URBANO FORESTAL,AV. VIÑA DEL MAR / AV. EL SOL,5,51,8379.61843954,MUNICIPAL, ,1407-1,Sí, ,0,0,MUNICIPAL, ,MUNICIPAL, ,30166589,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,388.805554632036,8379.61843953694
113,Viña del Mar,PLAZA GABRIELA MISTRAL,19 NORTE / 20 NORTE / CINCO,5,51,5836.44895037,MUNICIPAL, ,286-1,Sí, ,1940,0,MUNICIPAL, ,MUNICIPAL, ,21011211,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,No, ,Parques Urbanos,302.491981623649,5836.44895036994
114,Isla de Pascua,PARQUE HANGA PIKO,HANGA PIKO,5,52,21717.4475212,FISCAL, , ,Sí, ,0,0, , ,MUNICIPAL, ,18000000,CAMION ALJIBE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,Sí, ,Sí,No,Sí,Sí, ,Parques Urbanos,565.504970231518,21717.4475211977
115,Quintero,PLAZA DIEGO PORTALES,CALLE PORTALES CON LUIS ORIONE,5,51,10459.66850063,MUNICIPAL, ,147,Sí, ,1987,757389000,MINVU, ,MUNICIPAL, ,37869000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO,No,No,No,No, ,Parques Urbanos,406.188015791419,10459.6685006277
116,Quintero,PLAZA IGNACIO CARRERA PINTO,AV. NORMANDIE,5,51,18701.88901468,MUNICIPAL, ,MZ 88,Sí, ,1987,0, , ,MUNICIPAL, ,0, , ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,No,No, ,No,No,No,No, ,Parques Urbanos,739.274552396444,18701.8890146755
117,Quintero,PARQUE CRISTO CERRO LA CRUZ,ERNESTO RIQUELME ENTRE M. GRAU Y L. DE LA CRUZ,5,51,14204.51434529,MUNICIPAL, , ,Sí, ,1987,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,CAMION ALJIBE, ,No,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,CAPILLA ABIERTA,No,No,No,No,SIN MANTENCIÓN,Parques Urbanos,567.318353201991,14204.5143452911
118,Hijuelas,PARQUE LOS NARANJOS,AVENIDA COPIAPO,5,55,43605.69999309,MUNICIPAL,OTRO,41-170,No,ZONA ZH,2006,120000000,MIXTO,"Municipal,Gore",MUNICIPAL, ,720000,CANAL, ,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,Sí,No,Sí,No,SKATE PARK,No,No,No,Sí, ,Parques Urbanos,914.172922727535,43605.6999930932
119,El Tabo,COMPLEJO CINCO´S,AV. DEL MAR MZ O,5,56,7758.46654906,MUNICIPAL, ,110-1,No,"ZE-2 CULTURA, AREAS VERDES Y ESPARCIMIENTO",2011,0,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No, ,Sí,Sí,Sí,No, ,Parques Urbanos,347.179461576531,7758.46654906395
120,El Tabo,LAGUNA EL PERAL,LOS MAINTENES ORIENTE,5,56,254156.01629738,PRIVADO,PRIVADO CONAF, ,No,SANTUARIO NATURAL,0,0,NO CUENTA CON FINANCIAMIENTO, ,PRIVADO,CONAF,0, , ,No,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,PAGADO,0,No,No,No,No,No, ,No,No,No,No, ,Parques Urbanos,2147.41119347387,254156.01629738
121,Nogales,PLAZA DE ARMAS NOGALES,PEDRO FELIZ VICUÑA S/N,5,55,6365.92076734,B.N.U.P, , ,Sí, ,0,0,MINVU, ,MUNICIPAL, ,0,MIXTO,Agua Potable y Camión Aljibe,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO TIENE,No,No,Sí,No, ,Parques Urbanos,319.953528734277,6365.92076733721
122,Nogales,PLAZA VILLA DISPUTADA,LOS OLMOS,5,55,7381.27723,B.N.U.P, , ,Sí, ,0,0,MUNICIPAL, ,MUNICIPAL, ,0,MIXTO,Agua Potable y Camión Aljibe,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,SEDE DE LA JUNTA DE VECINOS,No,No,No,No, ,Parques Urbanos,389.793544579909,7381.27723000034
123,El Tabo,COMPLEJO CINCON'S 2,AV. DEL MAR MAZ N,5,56,8238.26198485,MUNICIPAL, ,120-1,No,"ZE-2 AREAS VERDES , DEPORTES CULTURA",2011,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,Sí, ,Sí,Sí,Sí,No, ,Parques Urbanos,366.243735275864,8238.26198485263
124,Nogales,PLAZA CÍVICA EL MELÓN,LOS AROMOS ESQUINA ARTURO PRAT,5,55,12137.13904106,B.N.U.P, , ,No,ZONA ZH2,2014,0,GORE, ,MUNICIPAL, ,0,MIXTO,Agua Potable y Camión Aljibe,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO HAY,No,No,No,No, ,Parques Urbanos,440.911754184584,12137.1390410646
125,La Cruz,PLAZA DE ARMAS LA CRUZ,AVENIDA 21 DE MAYO #0,5,55,6427.39773717,MUNICIPAL, , , , ,1953,0,MUNICIPAL, ,MUNICIPAL, ,35505252,MIXTO,Agua potable y Camion aljibe,Sí,PORTATILES,PORTATILES,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí, ,Sí,No,Sí,Sí, ,Parques Urbanos,308.326802979848,6427.39773716851
